,Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M),Disp(mm),Force(N),Rotation,Moment(kN/M)
1926,202.164,59117.5,0.074875556,147.79375,109.384,71356.2,0.040512593,178.3905,-266.042,-68329.9,-0.098534074,-170.82475,-40.4901,-73146.3,-0.014996333,-182.86575,-81.3614,33825.3,-0.030133852,84.56325,33.3712,68726.8,0.012359704,171.817,,,,,,,,,,,,,,,,,,,,,,,,
1927,206.969,59071.5,0.076655185,147.67875,136.384,72088.9,0.050512593,180.22225,-263.339,-62914.5,-0.097532963,-157.28625,-63.2713,-73033.5,-0.023433815,-182.58375,-71.2364,36695.7,-0.026383852,91.73925,48.5587,72458.9,0.017984704,181.14725,,,,,,,,,,,,,,,,,,,,,,,,
1928,214.177,58995,0.079324815,147.4875,163.384,72556.7,0.060512593,181.39175,-259.285,-54806.3,-0.096031481,-137.01575,-70.0213,-72965.5,-0.025933815,-182.41375,-56.0489,40788.2,-0.020758852,101.9705,71.3399,78129.7,0.026422185,195.32425,,,,,,,,,,,,,,,,,,,,,,,,
1929,224.989,58872.7,0.083329259,147.18175,190.384,72822.8,0.070512593,182.057,-253.203,-42688.9,-0.093778889,-106.72225,-80.1463,-72828.5,-0.029683815,-182.07125,-33.2677,46537.5,-0.01232137,116.34375,78.0899,79846.6,0.028922185,199.6165,,,,,,,,,,,,,,,,,,,,,,,,
1930,235.801,58750.4,0.087333704,146.876,217.384,72983.9,0.080512593,182.45975,-244.08,-25170.6,-0.0904,-62.9265,-95.3338,-72550.2,-0.035308815,-181.3755,-26.5177,48177.8,-0.00982137,120.4445,88.2149,82444.1,0.032672185,206.11025,,,,,,,,,,,,,,,,,,,,,,,,
1931,246.614,58633.9,0.091338519,146.58475,224.134,73030.5,0.083012593,182.57625,-230.396,-3497.15,-0.085331852,-8.742875,-118.115,-71997.8,-0.043746296,-179.9945,-16.3927,50580.4,-0.00607137,126.451,103.402,86397.2,0.038297037,215.993,,,,,,,,,,,,,,,,,,,,,,,,
1932,262.832,58482.8,0.097345185,146.207,230.884,73073.2,0.085512593,182.683,-209.87,18890.1,-0.07772963,47.22525,-145.115,-71185.1,-0.053746296,-177.96275,-1.20519,54081.9,-0.000446367,135.20475,126.184,92447.6,0.046734815,231.119,,,,,,,,,,,,,,,,,,,,,,,,
1933,268.914,58446.4,0.099597778,146.116,241.009,73131.3,0.089262593,182.82825,-203.12,24228.5,-0.07522963,60.57125,-172.115,-70261.1,-0.063746296,-175.65275,0,54357.3,0,135.89325,132.934,94277.4,0.049234815,235.6935,,,,,,,,,,,,,,,,,,,,,,,,
1934,268.805,58243.2,0.099557407,145.608,256.196,73227.2,0.094887407,183.068,-192.995,30650.9,-0.07147963,76.62725,-199.115,-69274.7,-0.073746296,-173.18675,0,54357.3,0,135.89325,143.059,97027.1,0.052984815,242.56775,,,,,,,,,,,,,,,,,,,,,,,,
1935,265.384,51833.5,0.09829037,129.58375,261.023,73268.2,0.096675185,183.1705,-177.807,37650,-0.065854444,94.125,-226.115,-68266.8,-0.083746296,-170.667,3,55039.6,0.001111111,137.599,158.246,101141,0.05860963,252.8525,,,,,,,,,,,,,,,,,,,,,,,,
1936,260.253,42236.9,0.09639,105.59225,259.599,70309.1,0.096147778,175.77275,-155.026,44465.8,-0.057417037,111.1645,-253.115,-67260.1,-0.093746296,-168.15025,6,55718.3,0.002222222,139.29575,181.027,107126,0.067047037,267.815,,,,,,,,,,,,,,,,,,,,,,,,
1937,252.555,28075.1,0.093538889,70.18775,258.175,67351.8,0.09562037,168.3795,-148.276,46001.4,-0.054917037,115.0035,-259.885,-67017.2,-0.096253704,-167.543,10.5,56729.9,0.003888889,141.82475,208.027,113535,0.077047037,283.8375,,,,,,,,,,,,,,,,,,,,,,,,
1938,241.009,9582.45,0.089262593,23.956125,256.039,62919.2,0.094829259,157.298,-138.151,47978.2,-0.051167037,119.9455,-253.135,-61638.3,-0.093753704,-154.09575,17.25,58231.9,0.006388889,145.57975,235.027,118838,0.087047037,297.095,,,,,,,,,,,,,,,,,,,,,,,,
1939,223.69,-9234.59,0.082848148,-23.086475,252.836,56278.4,0.093642963,140.696,-122.963,50444.5,-0.045541852,126.11125,-246.385,-56217.6,-0.091253704,-140.544,27.375,60463.3,0.010138889,151.15825,262.027,122850,0.097047037,307.125,,,,,,,,,,,,,,,,,,,,,,,,
1940,197.712,-25727.7,0.073226667,-64.31925,248.03,46336.2,0.091862963,115.8405,-117.268,51277,-0.043432593,128.1925,-239.635,-50755.8,-0.088753704,-126.8895,42.375,63740.9,0.015694444,159.35225,268.777,123684,0.099547037,309.21,,,,,,,,,,,,,,,,,,,,,,,,
1941,170.712,-35154.7,0.063226667,-87.88675,240.822,31764.3,0.089193333,79.41075,-108.725,52435.1,-0.040268519,131.08775,-229.51,-42501,-0.085003704,-106.2525,57.375,67013.3,0.02125,167.53325,268.691,123510,0.099515185,308.775,,,,,,,,,,,,,,,,,,,,,,,,
1942,143.712,-40914.1,0.053226667,-102.28525,230.01,12212.5,0.085188889,30.53125,-95.9106,54012.7,-0.035522444,135.03175,-214.322,-30623.8,-0.079378519,-76.5595,72.375,70296.1,0.026805556,175.74025,264.894,115861,0.098108889,289.6525,,,,,,,,,,,,,,,,,,,,,,,,
1943,116.712,-44933.2,0.043226667,-112.333,213.792,-9710.2,0.079182222,-24.2755,-76.6889,56137,-0.028403296,140.3425,-191.541,-14996.3,-0.070941111,-37.49075,87.375,73600.3,0.032361111,184.00075,259.199,104414,0.09599963,261.035,,,,,,,,,,,,,,,,,,,,,,,,
1944,109.962,-45791.5,0.040726667,-114.47875,189.464,-30341.5,0.070171852,-75.85375,-57.4672,58116.9,-0.021284148,145.29225,-164.541,265.099,-0.060941111,0.6627475,102.375,76935.1,0.037916667,192.33775,250.656,87314,0.092835556,218.285,,,,,,,,,,,,,,,,,,,,,,,,
1945,103.212,-46593.6,0.038226667,-116.484,162.464,-43044.3,0.060171852,-107.61075,-38.2455,60045.4,-0.014165,150.1135,-157.791,3605.34,-0.058441111,9.01335,117.375,80303.5,0.043472222,200.75875,237.842,62009,0.08808963,155.0225,,,,,,,,,,,,,,,,,,,,,,,,
1946,93.0869,-47699.7,0.03447663,-119.24925,135.464,-50495,0.050171852,-126.2375,-19.0239,61992.6,-0.007045889,154.9815,-147.666,8281.13,-0.054691111,20.702825,132.375,83698.2,0.049027778,209.2455,218.62,27151.8,0.08097037,67.8795,,,,,,,,,,,,,,,,,,,,,,,,
1947,77.8994,-49178.8,0.02885163,-122.947,108.464,-55462.2,0.040171852,-138.6555,0.19781,64007,7.33E-05,160.0175,-132.479,14632.1,-0.049066296,36.58025,147.375,87100.1,0.054583333,217.75025,191.62,-10618,0.07097037,-26.545,,,,,,,,,,,,,,,,,,,,,,,,
1948,55.1181,-51060,0.020414111,-127.65,81.4641,-59075.9,0.030171889,-147.68975,19.4195,66111.4,0.007192407,165.2785,-109.697,22954.8,-0.040628519,57.387,162.375,90475.6,0.060138889,226.189,164.62,-36355.4,0.06097037,-90.8885,,,,,,,,,,,,,,,,,,,,,,,,
1949,28.1181,-52855.3,0.010414111,-132.13825,54.4641,-61818.1,0.020171889,-154.54525,38.6412,68315.4,0.014311556,170.7885,-102.947,25212.4,-0.038128519,63.031,177.375,93779.1,0.065694444,234.44775,157.87,-41256.1,0.05847037,-103.14025,,,,,,,,,,,,,,,,,,,,,,,,
1950,1.11811,-54248.4,0.000414115,-135.621,27.4641,-63902.9,0.010171889,-159.75725,57.8629,70608.5,0.021430704,176.52125,-92.8224,28425.6,-0.034378667,71.064,192.375,96946.7,0.07125,242.36675,147.745,-47539.1,0.05472037,-118.84775,,,,,,,,,,,,,,,,,,,,,,,,
1951,-5.63189,-54551.1,-0.002085885,-136.37775,0.464144,-65459.1,0.000171905,-163.64775,77.0845,72961.9,0.028549815,182.40475,-77.6349,32930.9,-0.028753667,82.32725,207.375,99904.7,0.076805556,249.76175,132.558,-54921.8,0.049095556,-137.3045,,,,,,,,,,,,,,,,,,,,,,,,
1952,-15.7569,-54962.4,-0.005835889,-137.406,-26.5359,-66620.2,-0.009828111,-166.5505,96.3062,75327.9,0.035668963,188.31975,-54.8537,39160.5,-0.020316185,97.90125,222.375,102598,0.082361111,256.495,109.776,-62616.4,0.040657778,-156.541,,,,,,,,,,,,,,,,,,,,,,,,
1953,-30.9444,-55500.7,-0.011460889,-138.75175,-33.2859,-66875.5,-0.012328111,-167.18875,115.528,77647.7,0.042788148,194.11925,-48.1037,40923.5,-0.017816185,102.30875,237.375,105007,0.087916667,262.5175,103.026,-64372.6,0.038157778,-160.9315,,,,,,,,,,,,,,,,,,,,,,,,
1954,-53.7256,-56171.6,-0.01989837,-140.429,-40.0359,-67112.3,-0.014828111,-167.78075,134.75,79855.3,0.049907407,199.63825,-37.9787,43489.7,-0.014066185,108.72425,252.375,107120,0.093472222,267.8,92.9013,-66628,0.034407889,-166.57,,,,,,,,,,,,,,,,,,,,,,,,
1955,-60.4756,-56353.8,-0.02239837,-140.8845,-50.1609,-67438.3,-0.018578111,-168.59575,153.971,81877.8,0.057026296,204.6945,-22.7912,47195.3,-0.008441185,117.98825,267.375,108875,0.099027778,272.1875,77.7138,-69312.7,0.028782889,-173.28175,,,,,,,,,,,,,,,,,,,,,,,,
1956,-70.6006,-56606.7,-0.02614837,-141.51675,-65.3484,-67874.7,-0.024203111,-169.68675,180.971,84210.6,0.067026296,210.5265,-0.00990158,52489.8,-3.67E-06,131.2245,282.375,110301,0.104583333,275.7525,54.9325,-72158,0.02034537,-180.395,,,,,,,,,,,,,,,,,,,,,,,,
1957,-85.7881,-56952.8,-0.03177337,-142.382,-88.1296,-68443.6,-0.032640593,-171.109,207.971,85849,0.077026296,214.6225,-0.00990158,52489.8,-3.67E-06,131.2245,297.375,111427,0.110138889,278.5675,48.1825,-72804.4,0.01784537,-182.011,,,,,,,,,,,,,,,,,,,,,,,,
1958,-108.569,-57423.7,-0.040210741,-143.55925,-93.8249,-68586,-0.034749963,-171.465,234.971,86773.1,0.087026296,216.93275,2.9902,53172.9,0.001107481,132.93225,300,111604,0.111111111,279.01,38.0575,-73608.3,0.01409537,-184.02075,,,,,,,,,,,,,,,,,,,,,,,,
1959,-114.265,-57544.2,-0.04232037,-143.8605,-99.5202,-68725.1,-0.036859333,-171.81275,241.721,86920.1,0.089526296,217.30025,5.9903,53851.7,0.00221863,134.62925,,,,,22.87,-74495.7,0.00847037,-186.23925,,,,,,,,,,,,,,,,,,,,,,,,
1960,-119.96,-57662.6,-0.04442963,-144.1565,-108.063,-68928.6,-0.040023333,-172.3215,251.846,87058.1,0.093276296,217.64525,10.4904,54861.8,0.003885333,137.1545,,,,,0.0887687,-75254.1,3.29E-05,-188.13525,,,,,,,,,,,,,,,,,,,,,,,,
1961,-128.503,-57836.9,-0.047593704,-144.59225,-120.878,-69229.3,-0.04476963,-173.07325,267.034,87110,0.098901481,217.775,17.2407,56361.5,0.006385444,140.90375,,,,,-6.66123,-75387.5,-0.002467122,-188.46875,,,,,,,,,,,,,,,,,,,,,,,,
1962,-141.317,-58097.2,-0.05233963,-145.243,-140.099,-69686.1,-0.051888519,-174.21525,267.271,87110.3,0.098989259,217.77575,27.366,58581.2,0.010135556,146.453,,,,,-16.7862,-75507.8,-0.006217111,-188.7695,,,,,,,,,,,,,,,,,,,,,,,,
1963,-160.539,-58496.2,-0.059458889,-146.2405,-146.849,-69858.6,-0.054388519,-174.6465,265.135,82297,0.098198148,205.7425,42.3665,61816.3,0.015691296,154.54075,,,,,-31.9737,-75536.6,-0.011842111,-188.8415,,,,,,,,,,,,,,,,,,,,,,,,
1964,-167.289,-58646.6,-0.061958889,-146.6165,-156.974,-70120.4,-0.058138519,-175.301,261.932,75082.2,0.097011852,187.7055,57.367,65024.4,0.021247037,162.561,,,,,-54.755,-75317.4,-0.02027963,-188.2935,,,,,,,,,,,,,,,,,,,,,,,,
1965,-177.414,-58873.7,-0.065708889,-147.18425,-172.162,-70528.6,-0.063763704,-176.3215,257.126,64273.5,0.095231852,160.68375,72.3675,68220.4,0.026802778,170.551,,,,,-61.505,-75216,-0.02277963,-188.04,,,,,,,,,,,,,,,,,,,,,,,,
1966,-192.602,-59223.6,-0.071334074,-148.059,-194.943,-71185.4,-0.072201111,-177.9635,249.918,48131.2,0.092562222,120.328,87.368,71417.4,0.032358519,178.5435,,,,,-71.63,-75032.9,-0.02652963,-187.58225,,,,,,,,,,,,,,,,,,,,,,,,
1967,-198.297,-59362.7,-0.073443333,-148.40675,-200.638,-71367.2,-0.07431037,-178.418,239.106,25122.3,0.088557778,62.80575,102.368,74620.6,0.037914074,186.5515,,,,,-86.8175,-74688.5,-0.03215463,-186.72125,,,,,,,,,,,,,,,,,,,,,,,,
1968,-206.84,-59574.6,-0.076607407,-148.9365,-206.334,-71551.4,-0.07642,-178.8785,222.888,-3028.83,0.082551111,-7.572075,117.369,77831.5,0.04347,194.57875,,,,,-109.599,-74032.9,-0.040592222,-185.08225,,,,,,,,,,,,,,,,,,,,,,,,
1969,-219.654,-59902.4,-0.081353333,-149.756,-214.877,-71832.2,-0.079584074,-179.5805,198.56,-31237.7,0.073540741,-78.09425,132.369,81036.9,0.049025556,202.59225,,,,,-116.349,-73824.7,-0.043092222,-184.56175,,,,,,,,,,,,,,,,,,,,,,,,
1970,-238.876,-60422,-0.088472593,-151.055,-227.691,-72265.8,-0.08433,-180.6645,171.56,-48532.2,0.063540741,-121.3305,147.37,84213.6,0.054581481,210.534,,,,,-126.474,-73489.5,-0.046842222,-183.72375,,,,,,,,,,,,,,,,,,,,,,,,
1971,-245.626,-60618.6,-0.090972593,-151.5465,-246.913,-72949.2,-0.091449259,-182.373,144.56,-57947.1,0.053540741,-144.86775,162.37,87323,0.060137037,218.3075,,,,,-141.661,-72945.5,-0.052467037,-182.36375,,,,,,,,,,,,,,,,,,,,,,,,
1972,-255.751,-60918.8,-0.094722593,-152.297,-253.663,-73205.9,-0.093949259,-183.01475,117.56,-63018.9,0.043540741,-157.54725,177.371,90320.6,0.065692963,225.8015,,,,,-164.442,-72065.8,-0.060904444,-180.1645,,,,,,,,,,,,,,,,,,,,,,,,
1973,-269.061,-61329.4,-0.099652222,-153.3235,-263.788,-73596.6,-0.097699259,-183.9915,110.81,-63904,0.041040741,-159.76,192.371,93155.4,0.071248519,232.8885,,,,,-191.442,-70960.8,-0.070904444,-177.402,,,,,,,,,,,,,,,,,,,,,,,,
1974,-267.638,-58679.3,-0.099125185,-146.69825,-267.585,-73747.6,-0.099105556,-184.369,100.685,-64991.6,0.037290741,-162.479,207.372,95783.3,0.076804444,239.45825,,,,,-198.192,-70685.3,-0.073404444,-176.71325,,,,,,,,,,,,,,,,,,,,,,,,
1975,-265.502,-54706.7,-0.098334074,-136.76675,-266.72,-71992.5,-0.098785185,-179.98125,85.4976,-66215.2,0.031665778,-165.538,222.372,98174,0.08236,245.435,,,,,-204.942,-70407.3,-0.075904444,-176.01825,,,,,,,,,,,,,,,,,,,,,,,,
1976,-262.298,-48753.9,-0.097147407,-121.88475,-258.177,-54684.7,-0.095621111,-136.71175,62.7164,-67419.8,0.023228296,-168.5495,237.373,100294,0.087915926,250.735,,,,,-215.067,-69984.8,-0.079654444,-174.962,,,,,,,,,,,,,,,,,,,,,,,,
1977,-257.493,-39843.1,-0.095367778,-99.60775,-245.363,-29324.2,-0.090875185,-73.3105,55.9664,-67696,0.020728296,-169.24,252.373,102112,0.093471481,255.28,,,,,-230.255,-69346.7,-0.08527963,-173.36675,,,,,,,,,,,,,,,,,,,,,,,,
1978,-250.285,-26855.6,-0.092698148,-67.139,-226.141,879.527,-0.083755926,2.1988175,45.8414,-68027.8,0.016978296,-170.0695,267.374,103605,0.099027407,259.0125,,,,,-253.036,-68396.6,-0.093717037,-170.9915,,,,,,,,,,,,,,,,,,,,,,,,
1979,-239.473,-10394.8,-0.088693704,-25.987,-199.141,27330.3,-0.073755926,68.32575,30.6539,-68394.8,0.011353296,-170.987,282.374,104800,0.104582963,262,,,,,-259.964,-68118.1,-0.096282963,-170.29525,,,,,,,,,,,,,,,,,,,,,,,,
1980,-223.254,8099.73,-0.082686667,20.249325,-172.141,41112,-0.063755926,102.78,7.87261,-68731.4,0.002915781,-171.8285,297.375,105738,0.110138889,264.345,,,,,-253.214,-62546.2,-0.093782963,-156.3655,,,,,,,,,,,,,,,,,,,,,,,,
1981,-198.927,24731.2,-0.073676667,61.828,-165.391,43491.9,-0.061255926,108.72975,1.12261,-68814.6,0.000415781,-172.0365,300,105887,0.111111111,264.7175,,,,,-246.464,-56927.3,-0.091282963,-142.31825,,,,,,,,,,,,,,,,,,,,,,,,
1982,-192.177,27895.8,-0.071176667,69.7395,-158.641,45554.5,-0.058755926,113.88625,-9.00239,-68910.4,-0.003334219,-172.276,,,,,,,,,-239.714,-51265.1,-0.088782963,-128.16275,,,,,,,,,,,,,,,,,,,,,,,,
1983,-182.052,31803.5,-0.067426667,79.50875,-148.516,48154.8,-0.055005926,120.387,-24.1899,-69008.8,-0.008959222,-172.522,,,,,,,,,-229.589,-42710.9,-0.085032963,-106.77725,,,,,,,,,,,,,,,,,,,,,,,,
1984,-166.864,36312.6,-0.061801481,90.7815,-133.328,51241.4,-0.049380741,128.1035,-39.3774,-69088,-0.014584222,-172.72,,,,,,,,,-214.401,-30438.7,-0.079407778,-76.09675,,,,,,,,,,,,,,,,,,,,,,,,
1985,-144.083,41045.1,-0.053364074,102.61275,-110.547,54636,-0.040943333,136.59,-54.5649,-69157.6,-0.020209222,-172.894,,,,,,,,,-191.62,-14403.1,-0.07097037,-36.00775,,,,,,,,,,,,,,,,,,,,,,,,
1986,-137.333,42147.5,-0.050864074,105.36875,-103.797,55465.5,-0.038443333,138.66375,-60.2602,-69190.4,-0.022318593,-172.976,,,,,,,,,-164.62,1092.53,-0.06097037,2.731325,,,,,,,,,,,,,,,,,,,,,,,,
1987,-127.208,43589,-0.047114074,108.9725,-93.6721,56570.9,-0.03469337,141.42725,-68.8032,-69238.7,-0.025482667,-173.09675,,,,,,,,,-137.62,13509.6,-0.05097037,33.774,,,,,,,,,,,,,,,,,,,,,,,,
1988,-112.021,45376.9,-0.041489259,113.44225,-78.4846,57993.6,-0.02906837,144.984,-81.6176,-69317,-0.030228741,-173.2925,,,,,,,,,-130.87,16268.1,-0.04847037,40.67025,,,,,,,,,,,,,,,,,,,,,,,,
1989,-89.2393,47462,-0.033051593,118.655,-55.7034,59785.4,-0.020630889,149.4635,-100.839,-69474,-0.037347778,-173.685,,,,,,,,,-120.745,20165.6,-0.04472037,50.414,,,,,,,,,,,,,,,,,,,,,,,,
1990,-82.4893,47992.3,-0.030551593,119.98075,-48.9534,60273.6,-0.018130889,150.684,-107.589,-69556.9,-0.039847778,-173.89225,,,,,,,,,-105.558,25534.6,-0.039095556,63.8365,,,,,,,,,,,,,,,,,,,,,,,,
1991,-72.3643,48715.1,-0.026801593,121.78775,-38.8284,60964.5,-0.014380889,152.41125,-117.714,-69694.3,-0.043597778,-174.23575,,,,,,,,,-82.7763,32735.2,-0.030657889,81.838,,,,,,,,,,,,,,,,,,,,,,,,
1992,-57.1768,49673.3,-0.021176593,124.18325,-23.6409,61925.6,-0.008755889,154.814,-132.902,-69949.6,-0.049222963,-174.874,,,,,,,,,-76.0263,34730.8,-0.028157889,86.827,,,,,,,,,,,,,,,,,,,,,,,,
1993,-34.3956,50900.5,-0.012739111,127.25125,-0.859651,63248.1,-0.000318389,158.12025,-148.089,-70281.8,-0.054847778,-175.7045,,,,,,,,,-65.9013,37614.6,-0.024407889,94.0365,,,,,,,,,,,,,,,,,,,,,,,,
1994,-27.6456,51233.6,-0.010239111,128.084,0,63297.9,0,158.24475,-163.277,-70695.7,-0.060472963,-176.73925,,,,,,,,,-50.7138,41739.3,-0.018782889,104.34825,,,,,,,,,,,,,,,,,,,,,,,,
1995,-17.5206,51700.9,-0.006489111,129.25225,0,63297.9,0,158.24475,-178.464,-71192.7,-0.066097778,-177.98175,,,,,,,,,-27.9325,47552.3,-0.01034537,118.88075,,,,,,,,,,,,,,,,,,,,,,,,
1996,-2.33306,52339.5,-0.000864096,130.84875,3,63468.7,0.001111111,158.67175,-193.652,-71774.1,-0.071722963,-179.43525,,,,,,,,,-21.1825,49216,-0.00784537,123.04,,,,,,,,,,,,,,,,,,,,,,,,
1997,20.4482,53160.7,0.007573407,132.90175,6,63637,0.002222222,159.0925,-208.839,-72440.8,-0.077347778,-181.102,,,,,,,,,-11.0575,51655.3,-0.00409537,129.13825,,,,,,,,,,,,,,,,,,,,,,,,
1998,47.4482,53937.4,0.017573407,134.8435,9,63803.3,0.003333333,159.50825,-224.027,-73190.5,-0.082972963,-182.97625,,,,,,,,,0,54254.8,0,135.637,,,,,,,,,,,,,,,,,,,,,,,,
1999,74.4482,54517,0.027573407,136.2925,13.5,64048.3,0.005,160.12075,-229.722,-73498.8,-0.085082222,-183.747,,,,,,,,,0,54254.8,0,135.637,,,,,,,,,,,,,,,,,,,,,,,,
2000,101.448,54914.3,0.037573333,137.28575,20.25,64407.4,0.0075,161.0185,-238.265,-73978,-0.088246296,-184.945,,,,,,,,,3,54953.5,0.001111111,137.38375,,,,,,,,,,,,,,,,,,,,,,,,
2001,108.198,54999.2,0.040073333,137.498,30.375,64927.1,0.01125,162.31775,-251.08,-74736.5,-0.092992593,-186.84125,,,,,,,,,6,55649.1,0.002222222,139.12275,,,,,,,,,,,,,,,,,,,,,,,,
2002,114.948,55074,0.042573333,137.685,45.375,65657.1,0.016805556,164.14275,-269.699,-75916.7,-0.099888519,-189.79175,,,,,,,,,10.5,56686.6,0.003888889,141.7165,,,,,,,,,,,,,,,,,,,,,,,,
2003,125.073,55168.2,0.046323333,137.9205,60.375,66342.8,0.022361111,165.857,-268.497,-73481.5,-0.099443333,-183.70375,,,,,,,,,17.25,58233.3,0.006388889,145.58325,,,,,,,,,,,,,,,,,,,,,,,,
2004,140.261,55281.2,0.051948519,138.203,75.375,66977.8,0.027916667,167.4445,-267.296,-71048.1,-0.098998519,-177.62025,,,,,,,,,27.375,60535.7,0.010138889,151.33925,,,,,,,,,,,,,,,,,,,,,,,,
2005,163.042,55413.5,0.060385926,138.53375,90.375,67559.5,0.033472222,168.89875,-265.494,-67401.6,-0.098331111,-168.504,,,,,,,,,42.375,63927.5,0.015694444,159.81875,,,,,,,,,,,,,,,,,,,,,,,,
2006,168.737,55451.5,0.062495185,138.62875,105.375,68085.1,0.039027778,170.21275,-262.791,-61940,-0.09733,-154.85,,,,,,,,,57.375,67323.1,0.02125,168.30775,,,,,,,,,,,,,,,,,,,,,,,,
2007,174.433,55488.1,0.064604815,138.72025,120.375,68558.1,0.044583333,171.39525,-258.736,-53767.8,-0.095828148,-134.4195,,,,,,,,,72.375,70739.8,0.026805556,176.8495,,,,,,,,,,,,,,,,,,,,,,,,
2008,182.976,55541.2,0.067768889,138.853,135.375,68985,0.050138889,172.4625,-252.655,-41565.7,-0.093575926,-103.91425,,,,,,,,,87.375,74193.5,0.032361111,185.48375,,,,,,,,,,,,,,,,,,,,,,,,
2009,195.79,55623.5,0.072514815,139.05875,150.375,69370.8,0.055694444,173.427,-243.532,-24022.7,-0.090197037,-60.05675,,,,,,,,,102.375,77693.4,0.037916667,194.2335,,,,,,,,,,,,,,,,,,,,,,,,
2010,215.012,55769.8,0.079634074,139.4245,165.375,69724.6,0.06125,174.3115,-229.848,-2311.28,-0.085128889,-5.7782,,,,,,,,,117.375,81244,0.043472222,203.11,,,,,,,,,,,,,,,,,,,,,,,,
2011,221.762,55836.9,0.082134074,139.59225,180.375,70054,0.066805556,175.135,-209.321,20047.8,-0.077526296,50.1195,,,,,,,,,132.375,84845,0.049027778,212.1125,,,,,,,,,,,,,,,,,,,,,,,,
2012,231.887,55944.9,0.085884074,139.86225,195.375,70372,0.072361111,175.93,-202.571,25365.5,-0.075026296,63.41375,,,,,,,,,147.375,88483.4,0.054583333,221.2085,,,,,,,,,,,,,,,,,,,,,,,,
2013,247.074,56139.1,0.091508889,140.34775,210.375,70690.8,0.077916667,176.727,-192.446,31735,-0.071276296,79.3375,,,,,,,,,162.375,92137,0.060138889,230.3425,,,,,,,,,,,,,,,,,,,,,,,,
2014,262.262,56388.1,0.097134074,140.97025,225.375,71020.7,0.083472222,177.55175,-177.259,38598.3,-0.065651481,96.49575,,,,,,,,,177.375,95766,0.065694444,239.415,,,,,,,,,,,,,,,,,,,,,,,,
2015,262.551,56393.8,0.097241111,140.9845,240.375,71367.8,0.089027778,178.4195,-154.478,45164.8,-0.057214074,112.912,,,,,,,,,192.375,99302.8,0.07125,248.257,,,,,,,,,,,,,,,,,,,,,,,,
2016,261.602,54653.6,0.09688963,136.634,255.375,71739.2,0.094583333,179.348,-148.782,46403,-0.055104444,116.0075,,,,,,,,,207.375,102675,0.076805556,256.6875,,,,,,,,,,,,,,,,,,,,,,,,
2017,260.652,52914.1,0.096537778,132.28525,270.375,72146,0.100138889,180.365,-143.087,47496,-0.052995185,118.74,,,,,,,,,222.375,105810,0.082361111,264.525,,,,,,,,,,,,,,,,,,,,,,,,
2018,259.229,50306.2,0.096010741,125.7655,285.375,72597.1,0.105694444,181.49275,-134.544,48927.9,-0.049831111,122.31975,,,,,,,,,237.375,108667,0.087916667,271.6675,,,,,,,,,,,,,,,,,,,,,,,,
2019,257.093,46397.8,0.09521963,115.9945,300,73092.1,0.111111111,182.73025,-121.73,50733.5,-0.045085185,126.83375,,,,,,,,,252.375,111226,0.093472222,278.065,,,,,,,,,,,,,,,,,,,,,,,,
2020,253.889,40543.3,0.094032963,101.35825,,,,,-102.508,52933.7,-0.037965926,132.33425,,,,,,,,,267.375,113441,0.099027778,283.6025,,,,,,,,,,,,,,,,,,,,,,,,
2021,249.084,31791.2,0.092253333,79.478,,,,,-95.7578,53628.4,-0.035465852,134.071,,,,,,,,,282.375,115316,0.104583333,288.29,,,,,,,,,,,,,,,,,,,,,,,,
2022,241.876,19354,0.089583704,48.385,,,,,-85.6328,54591.8,-0.031715852,136.4795,,,,,,,,,297.375,116843,0.110138889,292.1075,,,,,,,,,,,,,,,,,,,,,,,,
2023,231.063,3895.81,0.085578889,9.739525,,,,,-70.4453,55914.6,-0.026090852,139.7865,,,,,,,,,300,117086,0.111111111,292.715,,,,,,,,,,,,,,,,,,,,,,,,
2024,214.845,-11916.5,0.079572222,-29.79125,,,,,-64.75,56398.5,-0.023981481,140.99625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,190.518,-26210.8,0.070562222,-65.527,,,,,-56.2071,57105.4,-0.020817444,142.7635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,163.518,-34864.3,0.060562222,-87.16075,,,,,-43.3926,58144.1,-0.016071333,145.36025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,156.768,-36407.9,0.058062222,-91.01975,,,,,-24.1709,59697.8,-0.008952185,149.2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,146.643,-38379.4,0.054312222,-95.9485,,,,,-4.94924,61310.4,-0.001833052,153.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
